IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IP_PROP25;IP_PROP31;IP_PROP27;IP_PROP30;IP_PROP26;IP_PROP29;IP_PROP32;IP_PROP28;IP_PROP83;IP_PROP48;IP_PROP24;IC_GROUP0;IC_GROUP1;IC_GROUP2
92;Втулка 9951311;1923;Y;;;;;text;;;text;;500;;;50;;;;;;;;;;Реализация ТМЦ;;
93;Втулка PG5-660 (PG5-660.02.001);1924;Y;;;;;text;;;text;;500;;;50;;;;;;;;;;Реализация ТМЦ;;
94;Втулка PG5-660 (PG5-660.02.001);1925;Y;;;;;text;;;text;;500;;;50;;;;;;;;;;Реализация ТМЦ;;
95;Втулка гидроцилиндра стрелы 9164350;1926;Y;;;;;text;;;text;;500;;;50;;;;;;;;;;Реализация ТМЦ;;
96;втулка серьги грейфера 9026242;1927;Y;;;;;text;;;text;;500;;;50;;;;;;;;;;Реализация ТМЦ;;
97;Кольцо уплотнительное 10490787;1928;Y;;;;;text;;;text;;500;;;50;;;;;;;;;;Реализация ТМЦ;;
98;Крестовина GUK-12;1929;Y;;;;;text;;;text;;500;;;50;;;;;;;;;;Реализация ТМЦ;;
99;ремкомплект поршня 9156042;1930;Y;;;;;text;;;text;;500;;;50;;;;;;;;;;Реализация ТМЦ;;
100;Сальник на насос 7030002;1931;Y;;;;;text;;;text;;500;;;50;;;;;;;;;;Реализация ТМЦ;;
102;Соленоид 7023379;1932;Y;;;;;text;;;text;;500;;;50;;;;;;;;;;Реализация ТМЦ;;
103;трубка гидравлическая 9613031;1933;Y;;;;;text;;;text;;500;;;50;;;;;;;;;;Реализация ТМЦ;;
104;трубка подачи масла турбины 10115743;1934;Y;;;;;text;;;text;;500;;;50;;;;;;;;;;Реализация ТМЦ;;
105;уголок 9881766;1935;Y;;;;;text;;;text;;500;;;50;;;;;;;;;;Реализация ТМЦ;;
106;Хомут 10411367;1936;Y;;;;;text;;;text;;500;;;50;;;;;;;;;;Реализация ТМЦ;;
107;7011819 Уплотнительное кольцо;1937;Y;;;;;text;;;text;;500;;;3;;;;;;;;;;Реализация ТМЦ;;
108;Гранит керамический 60*60 UF003 (полир) ректифицированный;1938;Y;;;;;text;;;text;;500;;;11;;;;;;;;;;Реализация ТМЦ;;
109;Гранит керамический 60*60 UF013 (полир);1939;Y;;;;;text;;;text;;500;;;11;;;;;;;;;;Реализация ТМЦ;;
110;Держатель с защелкой CF20;1940;Y;;;;;text;;;text;;500;;;1;;;;;;;;;;Реализация ТМЦ;;
111;Кабель ВВГнг 5х95-1;1941;Y;;;;;text;;;text;;500;;;42;;;;;;;;;;Реализация ТМЦ;;
112;Кляммер рядовой нерж. 1,2 мм (430);1942;Y;;;;;text;;;text;;500;;;34;;;;;;;;;;Реализация ТМЦ;;
113;Отвод 50*45гр;1943;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
114;Отвод ПП 90гр. Дн50;1944;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
115;Переход ПП 110*50;1945;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
116;Подшипник 2556;1946;Y;;;;;text;;;text;;500;;;50;;;;;;;;;;Реализация ТМЦ;;
117;Провод ПуГВнг(А)-LS 1х10;1947;Y;;;;;text;;;text;;500;;;42;;;;;;;;;;Реализация ТМЦ;;
118;Прокладка паронитовая 2мм 90*80;1948;Y;;;;;text;;;text;;500;;;11;;;;;;;;;;Реализация ТМЦ;;
119;Тройник ПП прямой 90гр Дн110-110;1949;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
120;Труба водосточная D120* 1250 мм. Оц;1950;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
121;Труба нержавеющая (GF) 20А;1951;Y;;;;;text;;;text;;500;;;36;;;;;;;;;;Реализация ТМЦ;;
122;Шнур волокно-оптический OS2 LC/UPC-LC/UPC двойной LSZH нг(А)-HFLT*2мм;1952;Y;;;;;text;;;text;;500;;;20;;;;;;;;;;Реализация ТМЦ;;
123;Щит/Бокс ЩРН-П-36;1953;Y;;;;;text;;;text;;500;;;1;;;;;;;;;;Реализация ТМЦ;;
124;Дюбель фасадный 10*100;1954;Y;;;;;text;;;text;;500;;;34;;;;;;;;;;Реализация ТМЦ;;
125;WILO Насос скваженный EMU k 127-2-NU 911-2/50 90 кВт 6038647;1955;Y;;;;;text;;;text;;500;;;33;;;;;;;;;;Реализация ТМЦ;;
126;WILO-Прибор запуска, защиты, упр SK-712/sd-3-110 (230A) 2895311;1956;Y;;;;;text;;;text;;500;;;22;;;;;;;;;;Реализация ТМЦ;;
127;Весы конвейерные АВП-К-650;1957;Y;;;;;text;;;text;;500;;;59;;;;;;;;;;Реализация ТМЦ;;
128;Мигалка Ду100 с конусным клапаном 3.146И1-0;1958;Y;;;;;text;;;text;;500;;;51;;;;;;;;;;Реализация ТМЦ;;
129;Эл. двигатель АИР 315 160,0/1500лапы б/у;1959;Y;;;;;text;;;text;;500;;;2;;;;;;;;;;Реализация ТМЦ;;
130;Электродвигатель 5АИ 160 М4 18.5/1500 IM 2001 380В/660В;1960;Y;;;;;text;;;text;;500;;;2;;;;;;;;;;Реализация ТМЦ;;
131;Эл.двигатель 5АНК280А-6С-75УЗ 75/1000 IM1001;1961;Y;;;;;text;;;text;;500;;;2;;;;;;;;;;Реализация ТМЦ;;
132;Эл.двигатель АИР 100;1962;Y;;;;;text;;;text;;500;;;2;;;;;;;;;;Реализация ТМЦ;;
133;Эл.двигатель АИР 100 L3 2.2 кВт 1000 об.Фланец;1963;Y;;;;;text;;;text;;500;;;2;;;;;;;;;;Реализация ТМЦ;;
134;Электродвигатель 37квт/1500;1964;Y;;;;;text;;;text;;500;;;2;;;;;;;;;;Реализация ТМЦ;;
135;Электродвигатель 5АИ 132 M6 7.6/1500 IM1081;1965;Y;;;;;text;;;text;;500;;;2;;;;;;;;;;Реализация ТМЦ;;
136;электродвигатель 5АМ112МА6 3/1000 исп IM 2081 10.5;1966;Y;;;;;text;;;text;;500;;;2;;;;;;;;;;Реализация ТМЦ;;
137;Электродвигатель 5АМХ 3квт/1500 об/мин;1967;Y;;;;;text;;;text;;500;;;2;;;;;;;;;;Реализация ТМЦ;;
138;Электродвигатель АИР 15кВт760;1968;Y;;;;;text;;;text;;500;;;2;;;;;;;;;;Реализация ТМЦ;;
139;Электродвигатель АИР 160М6 15кВт/1000 об. Лапы;1969;Y;;;;;text;;;text;;500;;;2;;;;;;;;;;Реализация ТМЦ;;
140;Электродвигатель АИР 200М4 37кВт*1500об/мин 1081 лапы;1970;Y;;;;;text;;;text;;500;;;2;;;;;;;;;;Реализация ТМЦ;;
141;Электродвигатель АИР90L6 1,5/100 IM1081;1971;Y;;;;;text;;;text;;500;;;2;;;;;;;;;;Реализация ТМЦ;;
142;Электродвигатель АМ 200 22Квт;1972;Y;;;;;text;;;text;;500;;;2;;;;;;;;;;Реализация ТМЦ;;
143;IC200UDR164 Контроллер VersaMax Micro;1973;Y;;;;;text;;;text;;500;;;22;;;;;;;;;;Реализация ТМЦ;;
144;IC200UEX011 модуль расширения VersaMax Micro;1974;Y;;;;;text;;;text;;500;;;22;;;;;;;;;;Реализация ТМЦ;;
145;IC200UEX636 аналоговый модуль расширения VersaMax Micro;1975;Y;;;;;text;;;text;;500;;;22;;;;;;;;;;Реализация ТМЦ;;
146;Труба медная М1Л д.70х15х2500 мм;1976;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
147;Болт БСР 12*110 ГОСТ 28778-90 Ст.3;1977;Y;;;;;text;;;text;;500;;;34;;;;;;;;;;Реализация ТМЦ;;
148;Модуль порошкового пожаротушения Тунгус-6 МПП(Н)-6-И-ГЭ-У2;1978;Y;;;;;text;;;text;;500;;;21;;;;;;;;;;Реализация ТМЦ;;
149;Болт анкерный 1.1 М36 L=1250;1979;Y;;;;;text;;;text;;500;;;34;;;;;;;;;;Реализация ТМЦ;;
150;Болт 1.1 М36*1500 Lрезьбы 150мм;1980;Y;;;;;text;;;text;;500;;;34;;;;;;;;;;Реализация ТМЦ;;
151;Отвод крутоизогнутый ст.20 Ду377*10;1981;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
152;Подшипник 2226 (N226);1982;Y;;;;;text;;;text;;500;;;50;;;;;;;;;;Реализация ТМЦ;;
153;Болт фундаментный исп.5 М36*1600 ГОСТ 24379;1983;Y;;;;;text;;;text;;500;;;34;;;;;;;;;;Реализация ТМЦ;;
154;Болт анкерный М10х60 с крюком;1984;Y;;;;;text;;;text;;500;;;34;;;;;;;;;;Реализация ТМЦ;;
155;Лист медный М1 0,5х600х1500 ДПРНМ;1985;Y;;;;;text;;;text;;500;;;37;;;;;;;;;;Реализация ТМЦ;;
156;Кран шаровый 2-ходовой R2015-2P5-S1;1986;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
157;Кран шаровый 2-ходовой R2025-4-S1;1987;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
158;Болт анкерный 1.1М36х1460  L=150;1988;Y;;;;;text;;;text;;500;;;34;;;;;;;;;;Реализация ТМЦ;;
159;Отвод 90 325х7 ГОСТ 17375-2001;1989;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
160;Кран шаровый 2-ходовой R2015-1P6-S1;1990;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
161;"Воздухоотводчик автомат Ду  1/2"" VAL TEC ник (прямой) 502";1991;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
162;Кабель коаксикальный 75 Ом РК75-4-15;1992;Y;;;;;text;;;text;;500;;;42;;;;;;;;;;Реализация ТМЦ;;
163;Анкер-шпилька HAS-E M12*110/28;1993;Y;;;;;text;;;text;;500;;;34;;;;;;;;;;Реализация ТМЦ;;
164;Болт анкерный   1.1М16х600  L=70;1994;Y;;;;;text;;;text;;500;;;34;;;;;;;;;;Реализация ТМЦ;;
165;Болт анкерный   1.1М20х800  L=100;1995;Y;;;;;text;;;text;;500;;;34;;;;;;;;;;Реализация ТМЦ;;
166;Анкер клиновой 10х100;1996;Y;;;;;text;;;text;;500;;;34;;;;;;;;;;Реализация ТМЦ;;
167;Гайка К481 (3/4) УЗ;1997;Y;;;;;text;;;text;;500;;;58;;;;;;;;;;Реализация ТМЦ;;
168;Гайка К482 (1) У3;1998;Y;;;;;text;;;text;;500;;;58;;;;;;;;;;Реализация ТМЦ;;
169;Болт анкерный с гайкой 12*60 мм;1999;Y;;;;;text;;;text;;500;;;34;;;;;;;;;;Реализация ТМЦ;;
170;Анкер К675;2000;Y;;;;;text;;;text;;500;;;34;;;;;;;;;;Реализация ТМЦ;;
171;Модуль I-7021P CR 16-bit analog output module;2001;Y;;;;;text;;;text;;500;;;1;;;;;;;;;;Реализация ТМЦ;;
172;Кабель ОКА-М6П-А48-6,0;2002;Y;;;;;text;;;text;;500;;;42;;;;;;;;;;Реализация ТМЦ;;
173;Стекло ветровое Maverick;2003;Y;;;;;text;;;text;;500;;;48;;;;;;;;;;Реализация ТМЦ;;
174;FMP56-41N4/0 FMP56-AACCAANBB3GDE+AIPBZ1 Levelflex FMP56 Микроимпульсный уровнемер NB: 6.000 мм, трос;2004;Y;;;;;text;;;text;;500;;;22;;;;;;;;;;Реализация ТМЦ;;
175;Вентилятор канальный  ВКт 250;2005;Y;;;;;text;;;text;;500;;;60;;;;;;;;;;Реализация ТМЦ;;
176;Емкостной датчик Kapazitiver Naeherungsschalter KD5044 Германия;2006;Y;;;;;text;;;text;;500;;;22;;;;;;;;;;Реализация ТМЦ;;
177;Клапан балансир руч муфт с нип/дренаж MSV-BD Ду 40 Ру 20 Danfoss 003Z4005;2007;Y;;;;;text;;;text;;500;;;51;;;;;;;;;;Реализация ТМЦ;;
178;Комплект перех. 1х3/4 в блистере;2008;Y;;;;;text;;;text;;500;;;10;;;;;;;;;;Реализация ТМЦ;;
179;Сифон для мойки СБУ;2009;Y;;;;;text;;;text;;500;;;17;;;;;;;;;;Реализация ТМЦ;;
180;"Сифон Элит для 2-ой мойки с нерж. чашк. с отв. с/м (11/2""40) d 1.5";2010;Y;;;;;text;;;text;;500;;;17;;;;;;;;;;Реализация ТМЦ;;
181;Тройник наружный 160х110х45;2011;Y;;;;;text;;;text;;500;;;52;;;;;;;;;;Реализация ТМЦ;;
182;Тройник 57х3,5 стальной ГОСТ 17376-01;2012;Y;;;;;text;;;text;;500;;;52;;;;;;;;;;Реализация ТМЦ;;
183;Комплект подключения к AHU KAH-01B;2013;Y;;;;;text;;;text;;500;;;10;;;;;;;;;;Реализация ТМЦ;;
184;Раковина ARKITEKT 4047B003-0001 (белый);2014;Y;;;;;text;;;text;;500;;;17;;;;;;;;;;Реализация ТМЦ;;
185;Сифон ВМ1003 АНИ Юнг 1.1/4*32;2015;Y;;;;;text;;;text;;500;;;17;;;;;;;;;;Реализация ТМЦ;;
186;Отвод Ду377*8 ст20 ГОСТ 17375;2016;Y;;;;;text;;;text;;500;;;36;;;;;;;;;;Реализация ТМЦ;;
187;Отвод крутоизогнутый ДУ-108-3,5-4;2017;Y;;;;;text;;;text;;500;;;36;;;;;;;;;;Реализация ТМЦ;;
188;Тройник стальной 108*4;2018;Y;;;;;text;;;text;;500;;;36;;;;;;;;;;Реализация ТМЦ;;
189;Труба 273*6 ГОСТ 10705-80;2019;Y;;;;;text;;;text;;500;;;36;;;;;;;;;;Реализация ТМЦ;;
190;Труба 377*6;2020;Y;;;;;text;;;text;;500;;;36;;;;;;;;;;Реализация ТМЦ;;
191;Труба 377*8 ГОСТ 10705 ст09Г2С;2021;Y;;;;;text;;;text;;500;;;36;;;;;;;;;;Реализация ТМЦ;;
192;Труба гофрированная DN17мм ПВ-0 Dвн=16,8мм Dнар=21,2мм;2022;Y;;;;;text;;;text;;500;;;52;;;;;;;;;;Реализация ТМЦ;;
193;Трубы стальные оцинкованные 80 *4,0 6000;2023;Y;;;;;text;;;text;;500;;;36;;;;;;;;;;Реализация ТМЦ;;
194;Комплектное устройство управления Я5115-2974-29УХЛ4 380В, цепи управления 220В;2024;Y;;;;;text;;;text;;500;;;22;;;;;;;;;;Реализация ТМЦ;;
195;Комплектное устройство управления Я5135-2474-28УХЛ4 380В, цепи управления 220В;2025;Y;;;;;text;;;text;;500;;;22;;;;;;;;;;Реализация ТМЦ;;
196;РУСМ 5114-3174;2026;Y;;;;;text;;;text;;500;;;52;;;;;;;;;;Реализация ТМЦ;;
197;Светильник ARS/S 418 4х18Вт IP20 (15641810);2027;Y;;;;;text;;;text;;500;;;16;;;;;;;;;;Реализация ТМЦ;;
198;Тепловая завеса Антарес Универсал ПРО 1202А без нагрева;2028;Y;;;;;text;;;text;;500;;;60;;;;;;;;;;Реализация ТМЦ;;
199;Шкаф распределительный 380В, IP54, с выключателями АВВ: 1SDA070334R1, S803, S203;2029;Y;;;;;text;;;text;;500;;;31;;;;;;;;;;Реализация ТМЦ;;
200;Шкаф распределительный ПР8503-1161-54 УХЛ2(13/1582.4)(13/1582.4);2030;Y;;;;;text;;;text;;500;;;31;;;;;;;;;;Реализация ТМЦ;;
201;Шкаф распределительный ЩРО 8505-2614-Н УХЛЗ.1 (1);2031;Y;;;;;text;;;text;;500;;;31;;;;;;;;;;Реализация ТМЦ;;
202;Шкаф управления навесной IP54 АК-1 ч.088-ЭМ4.6 (КУ1);2032;Y;;;;;text;;;text;;500;;;31;;;;;;;;;;Реализация ТМЦ;;
203;ЩРО 8505-2409-Н УХЛ3 щит распределительный;2033;Y;;;;;text;;;text;;500;;;31;;;;;;;;;;Реализация ТМЦ;;
204;ЩРО 8505-4532;2034;Y;;;;;text;;;text;;500;;;31;;;;;;;;;;Реализация ТМЦ;;
205;ЩРО8505-4722;2035;Y;;;;;text;;;text;;500;;;31;;;;;;;;;;Реализация ТМЦ;;
206;Ящик протяжной, IP54 У654У2;2036;Y;;;;;text;;;text;;500;;;31;;;;;;;;;;Реализация ТМЦ;;
207;Ящик управления РУСМ 5115-2674;2037;Y;;;;;text;;;text;;500;;;31;;;;;;;;;;Реализация ТМЦ;;
208;Выключатель автоматический 3П 200А 400В 18 КА;2038;Y;;;;;text;;;text;;500;;;31;;;;;;;;;;Реализация ТМЦ;;
209;Изовер;2039;Y;;;;;text;;;text;;500;;;29;;;;;;;;;;Реализация ТМЦ;;
210;Источник бесперебойного питания/ИБП Скат-1200;2040;Y;;;;;text;;;text;;500;;;22;;;;;;;;;;Реализация ТМЦ;;
211;Кабельный органайзер NMC-OK600-2;2041;Y;;;;;text;;;text;;500;;;43;;;;;;;;;;Реализация ТМЦ;;
212;Плита для цоколя 300*150*20;2042;Y;;;;;text;;;text;;500;;;29;;;;;;;;;;Реализация ТМЦ;;
213;Плита для цоколя 300*300*20;2043;Y;;;;;text;;;text;;500;;;29;;;;;;;;;;Реализация ТМЦ;;
214;"Плитка тротуарная ""Класико 6""";2044;Y;;;;;text;;;text;;500;;;29;;;;;;;;;;Реализация ТМЦ;;
215;Площадка 300*600*30мм;2045;Y;;;;;text;;;text;;500;;;29;;;;;;;;;;Реализация ТМЦ;;
216;Прожектор 2700К СТ 1100000110;2046;Y;;;;;text;;;text;;500;;;16;;;;;;;;;;Реализация ТМЦ;;
217;Прожектор LED12 3000К;2047;Y;;;;;text;;;text;;500;;;16;;;;;;;;;;Реализация ТМЦ;;
218;Прожектор LED24 3000К;2048;Y;;;;;text;;;text;;500;;;16;;;;;;;;;;Реализация ТМЦ;;
219;Прожектор светодиодный ДО-50Вт 6500К 3600Лм;2049;Y;;;;;text;;;text;;500;;;16;;;;;;;;;;Реализация ТМЦ;;
220;Светильник BARRO 10 CT 1558000010;2050;Y;;;;;text;;;text;;500;;;16;;;;;;;;;;Реализация ТМЦ;;
221;Светильник BARRO 7P CT 1558000040;2051;Y;;;;;text;;;text;;500;;;16;;;;;;;;;;Реализация ТМЦ;;
222;Светильник LED 1200 4000К;2052;Y;;;;;text;;;text;;500;;;16;;;;;;;;;;Реализация ТМЦ;;
223;Светильник LED 4000К;2053;Y;;;;;text;;;text;;500;;;16;;;;;;;;;;Реализация ТМЦ;;
224;Светильник LED 5000К;2054;Y;;;;;text;;;text;;500;;;16;;;;;;;;;;Реализация ТМЦ;;
225;Сигнал звуковой;2055;Y;;;;;text;;;text;;500;;;24;;;;;;;;;;Реализация ТМЦ;;
226;Труба гофрированная ПВХ 16мм с протяжкой;2056;Y;;;;;text;;;text;;500;;;18;;;;;;;;;;Реализация ТМЦ;;
227;4 соединителя для кабеля А9ХРСМ04;2057;Y;;;;;text;;;text;;500;;;1;;;;;;;;;;Реализация ТМЦ;;
228;Индикатор NR7HP01;2058;Y;;;;;text;;;text;;500;;;50;;;;;;;;;;Реализация ТМЦ;;
229;Регулятор скорости вентилятора RTRD2 (3-, 2А);2059;Y;;;;;text;;;text;;500;;;50;;;;;;;;;;Реализация ТМЦ;;
230;Табло световое ТС-2-8 красное св.;2060;Y;;;;;text;;;text;;500;;;1;;;;;;;;;;Реализация ТМЦ;;
231;"Оповещатель световой пожарный Блик-С-24 (""ВЫХОД"", 24В)";2061;Y;;;;;text;;;text;;500;;;1;;;;;;;;;;Реализация ТМЦ;;
232;Амперметр EC72 /5A;2062;Y;;;;;text;;;text;;500;;;1;;;;;;;;;;Реализация ТМЦ;;
233;Амперметр А72 600А/5А-1,5;2063;Y;;;;;text;;;text;;500;;;46;;;;;;;;;;Реализация ТМЦ;;
234;"Манометр радиальный Dn50мм 1/4""
(шкала до 1,0 Мпа), SIM-0010-501008";2064;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
235;Блок зажимов БЗ24-4п25-10;2065;Y;;;;;text;;;text;;500;;;1;;;;;;;;;;Реализация ТМЦ;;
236;Блок клапанный 1100-БКН-1-08;2066;Y;;;;;text;;;text;;500;;;1;;;;;;;;;;Реализация ТМЦ;;
237;Бобышка 1130 М20х1,5-сталь20;2067;Y;;;;;text;;;text;;500;;;50;;;;;;;;;;Реализация ТМЦ;;
238;Бобышка Эмис-Векта 1330-М20х1,5-сталь20;2068;Y;;;;;text;;;text;;500;;;50;;;;;;;;;;Реализация ТМЦ;;
239;Бобышка М27*2 50мм;2069;Y;;;;;text;;;text;;500;;;50;;;;;;;;;;Реализация ТМЦ;;
240;Втулка В 28;2070;Y;;;;;text;;;text;;500;;;58;;;;;;;;;;Реализация ТМЦ;;
241;Втулка В 54;2071;Y;;;;;text;;;text;;500;;;58;;;;;;;;;;Реализация ТМЦ;;
242;Заглушка ПП/РР 110;2072;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
243;"Муфта комбинированная для шланга РР 66*2"" М";2073;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
244;Тройник РР 110/110 87,5 гр.;2074;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
245;Тройник РР 50/50/87,5;2075;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
246;Тройник ПП 63мм;2076;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
247;Тройник ПП косой 45гр.Дн110-110-50;2077;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
248;Тройник ПП 110/50/87гр;2078;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
249;Труба с раструбом PP 110 750мм;2079;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
250;Труба с раструбом PP 110/1000;2080;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
251;Труба с раструбом PP 50 250мм;2081;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
252;Труба PP PN20 63мм;2082;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
253;Труба PPRC Ду20 PN20;2083;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
254;Труба ПЭ100 SDR 17- 63*3,8 питьевая;2084;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
255;Труба гофрированная ПВХ 50мм с протяжкой;2085;Y;;;;;text;;;text;;500;;;1;;;;;;;;;;Реализация ТМЦ;;
256;Труба гофрированная ПЛЛ 32мм с протяжкой;2086;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
257;Датчик ДТКБ-46 температуры;2087;Y;;;;;text;;;text;;500;;;1;;;;;;;;;;Реализация ТМЦ;;
258;Датчик ИД64И;2088;Y;;;;;text;;;text;;500;;;1;;;;;;;;;;Реализация ТМЦ;;
259;Датчик-реле температуры ДТКБ-44;2089;Y;;;;;text;;;text;;500;;;1;;;;;;;;;;Реализация ТМЦ;;
260;Датчик-реле температуры ДТКБ-49;2090;Y;;;;;text;;;text;;500;;;1;;;;;;;;;;Реализация ТМЦ;;
261;Датчик-реле температуры ДТКБ-51;2091;Y;;;;;text;;;text;;500;;;1;;;;;;;;;;Реализация ТМЦ;;
262;Термометр для помещений JUMO heatTHERM 603070/0001;2092;Y;;;;;text;;;text;;500;;;1;;;;;;;;;;Реализация ТМЦ;;
263;Термометр БТ-51-211 L=64 160град, G1/2;2093;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
264;Термопреобразователь сопротивления ТС-1088 -/1/ -/ Pt100/ -50/...+200/80/10/ В/АГ-10/С/ №3/ ГП;2094;Y;;;;;text;;;text;;500;;;21;;;;;;;;;;Реализация ТМЦ;;
265;Термопреобразователь сопротивления ТС-1088Л -/1/ -/ Pt100/ -50/...+200/80/10/ В/СП-1/С/№3/ ГП;2095;Y;;;;;text;;;text;;500;;;21;;;;;;;;;;Реализация ТМЦ;;
266;Держатель для труб d20мм;2096;Y;;;;;text;;;text;;500;;;1;;;;;;;;;;Реализация ТМЦ;;
267;Заглушка/Колпачок пластиковый FEC 41 B для консолей и монтажных шин, арт. 77355 Fischer;2097;Y;;;;;text;;;text;;500;;;1;;;;;;;;;;Реализация ТМЦ;;
268;Колпачок изолирующий для разъема RJ-45;2098;Y;;;;;text;;;text;;500;;;1;;;;;;;;;;Реализация ТМЦ;;
269;Кабельный канал CD 60х60 3240193;2099;Y;;;;;text;;;text;;500;;;1;;;;;;;;;;Реализация ТМЦ;;
270;Кабель-канал 80х60;2100;Y;;;;;text;;;text;;500;;;1;;;;;;;;;;Реализация ТМЦ;;
271;Пласт.ввод.кабел.панель R1581.000 5шт.;2101;Y;;;;;text;;;text;;500;;;20;;;;;;;;;;Реализация ТМЦ;;
272;Сплиттер ADSL D-Link DSL-30CF/RS ADSL;2102;Y;;;;;text;;;text;;500;;;20;;;;;;;;;;Реализация ТМЦ;;
273;Кольцо опорное КО-6 (0,02 м3);2103;Y;;;;;text;;;text;;500;;;11;;;;;;;;;;Реализация ТМЦ;;
274;Кольцо стеновое КЦ 7.9 (0.15 м3);2104;Y;;;;;text;;;text;;500;;;11;;;;;;;;;;Реализация ТМЦ;;
275;КЦД-15 Дно колодца;2105;Y;;;;;text;;;text;;500;;;21;;;;;;;;;;Реализация ТМЦ;;
276;КЦП 1-15-2, Крышка колодца;2106;Y;;;;;text;;;text;;500;;;21;;;;;;;;;;Реализация ТМЦ;;
277;Плита перекрытия КЦП 3-10;2107;Y;;;;;text;;;text;;500;;;21;;;;;;;;;;Реализация ТМЦ;;
278;Кольцо уплотнительное;2108;Y;;;;;text;;;text;;500;;;50;;;;;;;;;;Реализация ТМЦ;;
279;Кольцо уплотнительное Тайтон Ду 100;2109;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
280;Кольцо уплотнительное Тайтон Ду 150;2110;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
281;Кольцо уплотнительное Тайтон Ду 200;2111;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
282;Резиновое уплотнительное кольцо Ду100;2112;Y;;;;;text;;;text;;500;;;50;;;;;;;;;;Реализация ТМЦ;;
283;Лампа ДНАТ 400 Вт;2113;Y;;;;;text;;;text;;500;;;38;;;;;;;;;;Реализация ТМЦ;;
284;Лента Л 207 (уп.25м);2114;Y;;;;;text;;;text;;500;;;14;;;;;;;;;;Реализация ТМЦ;;
285;"Писсуар ""СЛАВУТА"" в комплекте (сифон, КРАН)";2115;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
286;Умывальник керамический (500х400) Россия;2116;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
287;"Чаша ""Генуя"" с сиф., рассеив.БЕЗ БАЧКА";2117;Y;;;;;text;;;text;;500;;;44;;;;;;;;;;Реализация ТМЦ;;
288;Шнур переходной FC/APC-LC/APC, 9/125, двойной, 2м;2118;Y;;;;;text;;;text;;500;;;1;;;;;;;;;;Реализация ТМЦ;;
289;Анкер-гильза HLC 10*65\25;2119;Y;;;;;text;;;text;;500;;;34;;;;;;;;;;Реализация ТМЦ;;
290;Анкер-шпилька HST3-R M12*115 40/20;2120;Y;;;;;text;;;text;;500;;;34;;;;;;;;;;Реализация ТМЦ;;
