IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IP_PROP25;IP_PROP31;IP_PROP27;IP_PROP30;IP_PROP85;IP_PROP84;IP_PROP26;IP_PROP29;IP_PROP32;IP_PROP28;IP_PROP83;IP_PROP48;IP_PROP24;IC_GROUP0;IC_GROUP1;IC_GROUP2
29;Ролик TGM - 160;1860;Y;;;;;text;;;text;;500;;;13;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;цена договорная;;Реализация ТМЦ;;
30;Ролик конвейерный 102*600;1861;Y;;;;;text;;;text;;500;;;39;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;цена договорная;;Реализация ТМЦ;;
31;Светофор дорожный (ДС);1862;Y;;;;;text;;;text;;500;;;22;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;3583,048;;Реализация ТМЦ;;
32;Стеклоблоки 194*194*80 Гост 9272-8 1;1863;Y;;;;;text;;;text;;500;;;10;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;https://www.avito.ru/novokuznetsk/remont_i_stroitelstvo/plitka_keramogranit_3908386257;30,366;;Реализация ТМЦ;;
33;Технологический поддон для вибропресса ВП-5 Илья Муромец;1864;Y;;;;;text;;;text;;500;;;12;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;311,619;;Реализация ТМЦ;;
34;Топливозаборник с поплавком, шланг 2,10 м;1865;Y;;;;;text;;;text;;500;;;53;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;1961,19;;Реализация ТМЦ;;
35;"Труба медная 1/2"" (15м) Н";1866;Y;;;;;text;;;text;;500;;;36;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;цена договорная;;Реализация ТМЦ;;
36;Трубка полиуретановая D1=8, D2=6;1867;Y;;;;;text;;;text;;500;;;17;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;68,565;;Реализация ТМЦ;;
37;Указатель уровня топлива, мех. до 2,5 м.;1868;Y;;;;;text;;;text;;500;;;53;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;544,39;;Реализация ТМЦ;;
38;Уплотнение газ. стыка головки 840-1003466;1869;Y;;;;;text;;;text;;500;;;54;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;310,03;;Реализация ТМЦ;;
39;Уплотнение полиуритановое концевой опоры для ВК-273.00.007;1870;Y;;;;;text;;;text;;500;;;54;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;283,556;;Реализация ТМЦ;;
40;Фитинг проходной S2500 1/4;1871;Y;;;;;text;;;text;;500;;;17;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;21,819;;Реализация ТМЦ;;
41;Фитинг цанга прямой S6510 8-1/2;1872;Y;;;;;text;;;text;;500;;;17;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;47,593;;Реализация ТМЦ;;
42;Фитинг цанга прямой S6510 8-1/4;1873;Y;;;;;text;;;text;;500;;;17;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;26,18;;Реализация ТМЦ;;
43;Фитинг цанга тройник 7540 8;1874;Y;;;;;text;;;text;;500;;;17;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;59,101;;Реализация ТМЦ;;
44;"Форма ""Двойное Т"" 225х135х60";1875;Y;;;;;text;;;text;;500;;;29;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;https://www.avito.ru/novokuznetsk/remont_i_stroitelstvo/plitka_keramogranit_3908386257;16,94;;Реализация ТМЦ;;
45;"Форма ""Средневековая I"" 130х130х57";1876;Y;;;;;text;;;text;;500;;;29;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;https://www.avito.ru/novokuznetsk/remont_i_stroitelstvo/plitka_keramogranit_3908386257;27,832;;Реализация ТМЦ;;
46;Форсунка жидкотопл. S60 3,50 GPN с фильтром;1877;Y;;;;;text;;;text;;500;;;55;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;1402,1;;Реализация ТМЦ;;
47;Форсунка жидкотопл. S60 7,00 GPN с фильтром;1878;Y;;;;;text;;;text;;500;;;55;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;1479,8;;Реализация ТМЦ;;
48;Цепь ПР 12,7 13568-75;1879;Y;;;;;text;;;text;;500;;;52;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;цена договорная;;Реализация ТМЦ;;
49;Штанга мельницы TGM-160 331288;1880;Y;;;;;text;;;text;;500;;;47;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;1559,376;;Реализация ТМЦ;;
50;Эл.двигатель YCT225-4A 11 кВт, 1250-125 об/мин. 1М 1081, в сборе с индукторной муфтой скольжения;1881;Y;;;;;text;;;text;;500;;;2;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;https://www.avito.ru/novokuznetsk/remont_i_stroitelstvo/elektrodvigateli_v_assortimente_2852772792;цена договорная;;Реализация ТМЦ;;
51;редуктор 1Ц2У_100_10_11_У1;1882;Y;;;;;text;;;text;;500;;;19;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;цена договорная;;Реализация ТМЦ;;
52;Фильтр гидравлический Parker 937776Q;1883;Y;;;;;text;;;text;;500;;;54;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;цена договорная;;Реализация ТМЦ;;
53;Фильтр мешок SG72MO25EP;1884;Y;;;;;text;;;text;;500;;;54;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;цена договорная;;Реализация ТМЦ;;
54;Фильтр мешок SG72MO50EP;1885;Y;;;;;text;;;text;;500;;;54;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;цена договорная;;Реализация ТМЦ;;
55;Двигатель турбореактивный РД3М-500;1886;Y;;;;;text;;;text;;500;;;2;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;https://www.avito.ru/novokuznetsk/remont_i_stroitelstvo/dvigatel_turboreaktivnyy_rd3m-500_2851799084;цена договорная;;Реализация ТМЦ;;
56;Труба жаровая б/у;1887;Y;;;;;text;;;text;;500;;;36;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;цена договорная;;Реализация ТМЦ;;
57;Двигатель турбореактивный РД3М-500 б/у;1888;Y;;;;;text;;;text;;500;;;2;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;https://www.avito.ru/novokuznetsk/remont_i_stroitelstvo/dvigatel_turboreaktivnyy_rd3m-500_2851799084;цена договорная;;Реализация ТМЦ;;
58;муфта 2501-15-103;1889;Y;;;;;text;;;text;;500;;;43;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;1426,101333;;Реализация ТМЦ;;
59;муфта 2501-26-304;1890;Y;;;;;text;;;text;;500;;;43;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;1176,32;;Реализация ТМЦ;;
60;муфта 2501-26-93;1891;Y;;;;;text;;;text;;500;;;43;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;963,296;;Реализация ТМЦ;;
61;муфта 2501-26-94;1892;Y;;;;;text;;;text;;500;;;43;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;1217,557333;;Реализация ТМЦ;;
62;муфта 404-26-28;1893;Y;;;;;text;;;text;;500;;;43;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;843,7333333;;Реализация ТМЦ;;
63;муфта 404-26-29;1894;Y;;;;;text;;;text;;500;;;43;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;693,2;;Реализация ТМЦ;;
64;Патрубок вводн. У477 УЗ ЗЭТАРУС zeta41112;1895;Y;;;;;text;;;text;;500;;;31;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;62,912;;Реализация ТМЦ;;
65;Патрубок У-478;1896;Y;;;;;text;;;text;;500;;;31;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;98,70044444;;Реализация ТМЦ;;
66;пружина 385159;1897;Y;;;;;text;;;text;;500;;;54;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;66,95466667;;Реализация ТМЦ;;
67;Пружина 385278 (длина 70см);1898;Y;;;;;text;;;text;;500;;;54;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;69,81333333;;Реализация ТМЦ;;
68;пружина 385325 (длина 60д);1899;Y;;;;;text;;;text;;500;;;54;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;79,70133333;;Реализация ТМЦ;;
69;Ремень 8РК 1885;1900;Y;;;;;text;;;text;;500;;;54;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;1087,386667;;Реализация ТМЦ;;
70;"Трансформатор напряжения антирезонансный НАМИ-10У2 50Гц; 6000/100В";1901;Y;;;;;text;;;text;;500;;;57;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;51013,76;;Реализация ТМЦ;;
71;Фильтр гидравлический SH68238;1902;Y;;;;;text;;;text;;500;;;54;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;13132,8;;Реализация ТМЦ;;
72;Фильтр масляный LF-3744;1903;Y;;;;;text;;;text;;500;;;54;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;969,3333333;;Реализация ТМЦ;;
73;Фильтр масляный SO10021;1904;Y;;;;;text;;;text;;500;;;54;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;3369,333333;;Реализация ТМЦ;;
74;Фильтр топливный 10044303/FF5156, L10044303;1905;Y;;;;;text;;;text;;500;;;54;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;657,3333333;;Реализация ТМЦ;;
75;Лопатка сепаратора ч. 331293;1906;Y;;;;;text;;;text;;500;;;32;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;299,067264;;Реализация ТМЦ;;
76;Контейнер емкостью 1 кубометр;1907;Y;;;;;text;;;text;;500;;;8;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;10893,33333;;Реализация ТМЦ;;
77;Насос НШ-100А-3 правый;1908;Y;;;;;text;;;text;;500;;;33;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;12047,77778;;Реализация ТМЦ;;
78;Насос НШ 50А;1909;Y;;;;;text;;;text;;500;;;33;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;8670,222222;;Реализация ТМЦ;;
79;Держатель желоба D160мм оц;1910;Y;;;;;text;;;text;;500;;;10;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;59,55555556;;Реализация ТМЦ;;
80;Держатель трубы D120 оц;1911;Y;;;;;text;;;text;;500;;;10;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;48,88888889;;Реализация ТМЦ;;
81;Желоб водосточный D160*1250мм оц;1912;Y;;;;;text;;;text;;500;;;29;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;194,6666667;;Реализация ТМЦ;;
82;Желоб водосточный D160*1250мм оц с патрубком;1913;Y;;;;;text;;;text;;500;;;29;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;256;;Реализация ТМЦ;;
83;Колено трубы D120- оц;1914;Y;;;;;text;;;text;;500;;;36;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;145,1466667;;Реализация ТМЦ;;
84;Отмет D12 - оц;1915;Y;;;;;text;;;text;;500;;;35;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;122,9333333;;Реализация ТМЦ;;
85;Металлоконструкции балка подкрановая;1916;Y;;;;;text;;;text;;500;;;36;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;https://www.avito.ru/novokuznetsk/remont_i_stroitelstvo/podkranovye_balki_metallokonstruktsii_2852622113;0;;Реализация ТМЦ;;
86;Канат ГОСТ 2688-80 d=25,5-Г-Н;1917;Y;;;;;text;;;text;;500;;;41;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;256,99;;Реализация ТМЦ;;
87;Электродвигатель 4МТМ 225 L6 У1 (55/955) IМ 1003;1918;Y;;;;;text;;;text;;500;;;2;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;https://www.avito.ru/novokuznetsk/remont_i_stroitelstvo/elektrodvigateli_v_assortimente_2852772792;170666,6667;;Реализация ТМЦ;;
88;Джойстик VNS0 4 4 F GGEA-X 14 4D0 4D0+2*G13;1919;Y;;;;;text;;;text;;500;;;40;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;цена договорная;;Реализация ТМЦ;;
89;7025318 Клапан;1920;Y;;;;;text;;;text;;500;;;50;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;32576,4525;;Реализация ТМЦ;;
90;9062722 Ремкомплект цилиндра качающегося моста;1921;Y;;;;;text;;;text;;500;;;50;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;19375,63125;;Реализация ТМЦ;;
91;Втулка 9642173;1922;Y;;;;;text;;;text;;500;;;50;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;23652,36433;;Реализация ТМЦ;;
92;Втулка 9951311;1923;Y;;;;;text;;;text;;500;;;50;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;9991,564167;;Реализация ТМЦ;;
93;Втулка PG5-660 (PG5-660.02.001);1924;Y;;;;;text;;;text;;500;;;50;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;3098,807773;;Реализация ТМЦ;;
94;Втулка PG5-660 (PG5-660.02.001);1925;Y;;;;;text;;;text;;500;;;50;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;2763,8295;;Реализация ТМЦ;;
95;Втулка гидроцилиндра стрелы 9164350;1926;Y;;;;;text;;;text;;500;;;50;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;12022,928;;Реализация ТМЦ;;
96;втулка серьги грейфера 9026242;1927;Y;;;;;text;;;text;;500;;;50;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;6668,413;;Реализация ТМЦ;;
97;Кольцо уплотнительное 10490787;1928;Y;;;;;text;;;text;;500;;;50;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;352,7289583;;Реализация ТМЦ;;
98;Крестовина GUK-12;1929;Y;;;;;text;;;text;;500;;;50;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;868,83;;Реализация ТМЦ;;
99;ремкомплект поршня 9156042;1930;Y;;;;;text;;;text;;500;;;50;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;7859,5715;;Реализация ТМЦ;;
100;Сальник на насос 7030002;1931;Y;;;;;text;;;text;;500;;;50;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;520,61075;;Реализация ТМЦ;;
102;Соленоид 7023379;1932;Y;;;;;text;;;text;;500;;;50;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;6122,1285;;Реализация ТМЦ;;
103;трубка гидравлическая 9613031;1933;Y;;;;;text;;;text;;500;;;50;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;19078,72425;;Реализация ТМЦ;;
104;трубка подачи масла турбины 10115743;1934;Y;;;;;text;;;text;;500;;;50;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;3916,555;;Реализация ТМЦ;;
105;уголок 9881766;1935;Y;;;;;text;;;text;;500;;;50;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;3050,74875;;Реализация ТМЦ;;
106;Хомут 10411367;1936;Y;;;;;text;;;text;;500;;;50;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;15432,87925;;Реализация ТМЦ;;
107;7011819 Уплотнительное кольцо;1937;Y;;;;;text;;;text;;500;;;3;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;1470,2405;;Реализация ТМЦ;;
108;Гранит керамический 60*60 UF003 (полир) ректифицированный;1938;Y;;;;;text;;;text;;500;;;11;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;https://www.avito.ru/novokuznetsk/remont_i_stroitelstvo/plitka_keramogranit_3908386257;315;;Реализация ТМЦ;;
109;Гранит керамический 60*60 UF013 (полир);1939;Y;;;;;text;;;text;;500;;;11;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;https://www.avito.ru/novokuznetsk/remont_i_stroitelstvo/plitka_keramogranit_3908386257;315;;Реализация ТМЦ;;
110;Держатель с защелкой CF20;1940;Y;;;;;text;;;text;;500;;;1;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;3,27;;Реализация ТМЦ;;
111;Кабель ВВГнг 5х95-1;1941;Y;;;;;text;;;text;;500;;;42;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;3267;;Реализация ТМЦ;;
112;Кляммер рядовой нерж. 1,2 мм (430);1942;Y;;;;;text;;;text;;500;;;34;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;23,12;;Реализация ТМЦ;;
113;Отвод 50*45гр;1943;Y;;;;;text;;;text;;500;;;44;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;20,83;;Реализация ТМЦ;;
114;Отвод ПП 90гр. Дн50;1944;Y;;;;;text;;;text;;500;;;44;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;20;;Реализация ТМЦ;;
115;Переход ПП 110*50;1945;Y;;;;;text;;;text;;500;;;44;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;47,5;;Реализация ТМЦ;;
116;Подшипник 2556;1946;Y;;;;;text;;;text;;500;;;50;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;54167;;Реализация ТМЦ;;
117;Провод ПуГВнг(А)-LS 1х10;1947;Y;;;;;text;;;text;;500;;;42;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;94,44;;Реализация ТМЦ;;
118;Прокладка паронитовая 2мм 90*80;1948;Y;;;;;text;;;text;;500;;;11;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;4,92;;Реализация ТМЦ;;
119;Тройник ПП прямой 90гр Дн110-110;1949;Y;;;;;text;;;text;;500;;;44;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;120;;Реализация ТМЦ;;
120;Труба водосточная D120* 1250 мм. Оц;1950;Y;;;;;text;;;text;;500;;;44;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;195,42;;Реализация ТМЦ;;
121;Труба нержавеющая (GF) 20А;1951;Y;;;;;text;;;text;;500;;;36;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;180;;Реализация ТМЦ;;
122;Шнур волокно-оптический OS2 LC/UPC-LC/UPC двойной LSZH нг(А)-HFLT*2мм;1952;Y;;;;;text;;;text;;500;;;20;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;266,664;;Реализация ТМЦ;;
123;Щит/Бокс ЩРН-П-36;1953;Y;;;;;text;;;text;;500;;;1;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;1233,33;;Реализация ТМЦ;;
124;Дюбель фасадный 10*100;1954;Y;;;;;text;;;text;;500;;;34;;;;;;;"г.Новокузнецк ООО ""Вторресурс-Переработка""";;;75;;Реализация ТМЦ;;
125;WILO Насос скваженный EMU k 127-2-NU 911-2/50 90 кВт 6038647;1955;Y;;;;;text;;;text;;500;;;33;;;;;;;"г.Таштагол, ООО ""Запсибруда""";;https://www.avito.ru/tashtagol/remont_i_stroitelstvo/wilo_nasos_skvazhennyy_emu_k_127-2-nu_911-250_2852049864;цена договорная;;Реализация ТМЦ;;
126;WILO-Прибор запуска, защиты, упр SK-712/sd-3-110 (230A) 2895311;1956;Y;;;;;text;;;text;;500;;;22;;;;;;;"г.Таштагол, ООО ""Запсибруда""";;https://www.avito.ru/tashtagol/remont_i_stroitelstvo/wilo_nasos_skvazhennyy_emu_k_127-2-nu_911-250_2852049864;цена договорная;;Реализация ТМЦ;;
127;Весы конвейерные АВП-К-650;1957;Y;;;;;text;;;text;;500;;;59;;;;;;;"г.Таштагол, ООО ""Запсибруда""";;;цена договорная;;Реализация ТМЦ;;
128;Мигалка Ду100 с конусным клапаном 3.146И1-0;1958;Y;;;;;text;;;text;;500;;;51;;;;;;;"г.Таштагол, ООО ""Запсибруда""";;;цена договорная;;Реализация ТМЦ;;
129;Эл. двигатель АИР 315 160,0/1500лапы б/у;1959;Y;;;;;text;;;text;;500;;;2;;;;;;;"г.Таштагол, ООО ""Запсибруда""";;https://www.avito.ru/novokuznetsk/remont_i_stroitelstvo/elektrodvigateli_v_assortimente_2852772792;цена договорная;;Реализация ТМЦ;;
130;Электродвигатель 5АИ 160 М4 18.5/1500 IM 2001 380В/660В;1960;Y;;;;;text;;;text;;500;;;2;;;;;;;"г.Таштагол, ООО ""Запсибруда""";;https://www.avito.ru/novokuznetsk/remont_i_stroitelstvo/elektrodvigateli_v_assortimente_2852772792;цена договорная;;Реализация ТМЦ;;
131;Эл.двигатель 5АНК280А-6С-75УЗ 75/1000 IM1001;1961;Y;;;;;text;;;text;;500;;;2;;;;;;;"г.Таштагол, ООО ""Запсибруда""";;https://www.avito.ru/novokuznetsk/remont_i_stroitelstvo/elektrodvigateli_v_assortimente_2852772792;цена договорная;;Реализация ТМЦ;;
132;Эл.двигатель АИР 100;1962;Y;;;;;text;;;text;;500;;;2;;;;;;;"г.Таштагол, ООО ""Запсибруда""";;https://www.avito.ru/novokuznetsk/remont_i_stroitelstvo/elektrodvigateli_v_assortimente_2852772792;цена договорная;;Реализация ТМЦ;;
133;Эл.двигатель АИР 100 L3 2.2 кВт 1000 об.Фланец;1963;Y;;;;;text;;;text;;500;;;2;;;;;;;"г.Таштагол, ООО ""Запсибруда""";;https://www.avito.ru/novokuznetsk/remont_i_stroitelstvo/elektrodvigateli_v_assortimente_2852772792;цена договорная;;Реализация ТМЦ;;
134;Электродвигатель 37квт/1500;1964;Y;;;;;text;;;text;;500;;;2;;;;;;;"г.Таштагол, ООО ""Запсибруда""";;https://www.avito.ru/novokuznetsk/remont_i_stroitelstvo/elektrodvigateli_v_assortimente_2852772792;цена договорная;;Реализация ТМЦ;;
135;Электродвигатель 5АИ 132 M6 7.6/1500 IM1081;1965;Y;;;;;text;;;text;;500;;;2;;;;;;;"г.Таштагол, ООО ""Запсибруда""";;https://www.avito.ru/novokuznetsk/remont_i_stroitelstvo/elektrodvigateli_v_assortimente_2852772792;цена договорная;;Реализация ТМЦ;;
136;электродвигатель 5АМ112МА6 3/1000 исп IM 2081 10.5;1966;Y;;;;;text;;;text;;500;;;2;;;;;;;"г.Таштагол, ООО ""Запсибруда""";;https://www.avito.ru/novokuznetsk/remont_i_stroitelstvo/elektrodvigateli_v_assortimente_2852772792;цена договорная;;Реализация ТМЦ;;
137;Электродвигатель 5АМХ 3квт/1500 об/мин;1967;Y;;;;;text;;;text;;500;;;2;;;;;;;"г.Таштагол, ООО ""Запсибруда""";;https://www.avito.ru/novokuznetsk/remont_i_stroitelstvo/elektrodvigateli_v_assortimente_2852772792;цена договорная;;Реализация ТМЦ;;
138;Электродвигатель АИР 15кВт760;1968;Y;;;;;text;;;text;;500;;;2;;;;;;;"г.Таштагол, ООО ""Запсибруда""";;https://www.avito.ru/novokuznetsk/remont_i_stroitelstvo/elektrodvigateli_v_assortimente_2852772792;цена договорная;;Реализация ТМЦ;;
139;Электродвигатель АИР 160М6 15кВт/1000 об. Лапы;1969;Y;;;;;text;;;text;;500;;;2;;;;;;;"г.Таштагол, ООО ""Запсибруда""";;https://www.avito.ru/novokuznetsk/remont_i_stroitelstvo/elektrodvigateli_v_assortimente_2852772792;цена договорная;;Реализация ТМЦ;;
140;Электродвигатель АИР 200М4 37кВт*1500об/мин 1081 лапы;1970;Y;;;;;text;;;text;;500;;;2;;;;;;;"г.Таштагол, ООО ""Запсибруда""";;https://www.avito.ru/novokuznetsk/remont_i_stroitelstvo/elektrodvigateli_v_assortimente_2852772792;цена договорная;;Реализация ТМЦ;;
141;Электродвигатель АИР90L6 1,5/100 IM1081;1971;Y;;;;;text;;;text;;500;;;2;;;;;;;"г.Таштагол, ООО ""Запсибруда""";;https://www.avito.ru/novokuznetsk/remont_i_stroitelstvo/elektrodvigateli_v_assortimente_2852772792;цена договорная;;Реализация ТМЦ;;
142;Электродвигатель АМ 200 22Квт;1972;Y;;;;;text;;;text;;500;;;2;;;;;;;"г.Таштагол, ООО ""Запсибруда""";;https://www.avito.ru/novokuznetsk/remont_i_stroitelstvo/elektrodvigateli_v_assortimente_2852772792;цена договорная;;Реализация ТМЦ;;
143;IC200UDR164 Контроллер VersaMax Micro;1973;Y;;;;;text;;;text;;500;;;22;;;;;;;"г.Новокузнецк,ООО ""ЗСЭМЗ""";;;14564,1;;Реализация ТМЦ;;
144;IC200UEX011 модуль расширения VersaMax Micro;1974;Y;;;;;text;;;text;;500;;;22;;;;;;;"г.Новокузнецк,ООО ""ЗСЭМЗ""";;;4592,284;;Реализация ТМЦ;;
145;IC200UEX636 аналоговый модуль расширения VersaMax Micro;1975;Y;;;;;text;;;text;;500;;;22;;;;;;;"г.Новокузнецк,ООО ""ЗСЭМЗ""";;;11336,384;;Реализация ТМЦ;;
146;Труба медная М1Л д.70х15х2500 мм;1976;Y;;;;;text;;;text;;500;;;44;;;;;;;"г.Новокузнецк,ООО ""ЗСЭМЗ""";;;цена договорная;;Реализация ТМЦ;;
147;Болт БСР 12*110 ГОСТ 28778-90 Ст.3;1977;Y;;;;;text;;;text;;500;;;34;;;;;;;"г.Новокузнецк,ООО ""ЗСЭМЗ""";;;73,95;;Реализация ТМЦ;;
148;Модуль порошкового пожаротушения Тунгус-6 МПП(Н)-6-И-ГЭ-У2;1978;Y;;;;;text;;;text;;500;;;21;;;;;;;"г.Новокузнецк,ООО ""ЗСЭМЗ""";;;3765,60625;;Реализация ТМЦ;;
149;Болт анкерный 1.1 М36 L=1250;1979;Y;;;;;text;;;text;;500;;;34;;;;;;;"г.Новокузнецк,ООО ""ЗСЭМЗ""";;;430,4808;;Реализация ТМЦ;;
150;Болт 1.1 М36*1500 Lрезьбы 150мм;1980;Y;;;;;text;;;text;;500;;;34;;;;;;;"г.Новокузнецк,ООО ""ЗСЭМЗ""";;;596,70765;;Реализация ТМЦ;;
151;Отвод крутоизогнутый ст.20 Ду377*10;1981;Y;;;;;text;;;text;;500;;;44;;;;;;;"г.Новокузнецк,ООО ""ЗСЭМЗ""";;;7377,822917;;Реализация ТМЦ;;
152;Подшипник 2226 (N226);1982;Y;;;;;text;;;text;;500;;;50;;;;;;;"г.Новокузнецк,ООО ""ЗСЭМЗ""";;;5512,958333;;Реализация ТМЦ;;
153;Болт фундаментный исп.5 М36*1600 ГОСТ 24379;1983;Y;;;;;text;;;text;;500;;;34;;;;;;;"г.Новокузнецк,ООО ""ЗСЭМЗ""";;;860,1813;;Реализация ТМЦ;;
